name,citation,google_scholar,personal_page,twitter,linkedin,image,famous_work,honor,institution,position
Geoffrey Hinton,833235,JicYPdAAAAAJ,https://www.cs.toronto.edu/~hinton/,geoffreyhinton,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT694rsiJ72yoxYaMdcpN_gVSQwwiz0xG9Vt4bxg8281pC6xeJHOkgwFhtfWvaiGGkco4ttwZnuh1bU8NXPpo14RQ,"Boltzmann machines, 1985",Nobel Prize; Turing Award,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Emeritus Professor
Baining Guo,57840,h4kYmRYAAAAJ,,,https://www.linkedin.com/in/baining-guo-6b43044?trk=public_post_feed-actor-name,https://www.microsoft.com/en-us/research/wp-content/uploads/2020/05/baining-guo.jpg,Swin Transformer 2021,,Microsoft Research; https://media.licdn.com/dms/image/v2/D4E22AQHlbUZFwqyyuA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1712606729339?e=2147483647&v=beta&t=zhQGKfHwhLaTY7ZaSAYFdKr1CWozh8DVulDhESss34w,Distinguished Scientist
Yinhan Liu,44392,H9buyroAAAAJ,,yinhanl,https://www.linkedin.com/in/yinhan-liu-852691239,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR7g9SpH5Sa2rTO1I3B6cu3aIPFQX8cGp6fQ&s,RoBERTa 2019,,Facebook; https://static.vecteezy.com/system/resources/previews/018/930/698/non_2x/facebook-logo-facebook-icon-transparent-free-png.png,Research Engineer
Christian Theobalt,50475,eIWg8NMAAAAJ,,,https://de.linkedin.com/in/christian-theobalt-75a8635b,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFIbMN6op_lCjke5HAhZ8dwbG5cWrKGG-RSA&s,Face2Face 2016,,Max Planck Institute for Informatics; https://hml.is.mpg.de/uploads/ckeditor/pictures/1405/content_MPG_IS_Logo_RGB_grey_dark-ENG600_ppi.png,Professor
David Forsyth,45585,5H0arvkAAAAJ,,,https://www.linkedin.com/in/david-forsyth-a2734213,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPtB_jIdJAGSYWikwEmr0QI_uxqYdjALOXvA&s,Computer vision: a modern approach 2002,,"University of Illinois, Urbana Champaign; https://seeklogo.com/images/U/university-of-illinois-at-urbana-champaign-logo-87E2511A5C-seeklogo.com.png",Professor
Haibo He,48680,fY3EsO4AAAAJ,https://web.uri.edu/cisa/,,https://www.linkedin.com/in/haibo-he-2490091a/,https://web.uri.edu/dura/wp-content/uploads/sites/1464/prof-he.jpg,Learning from imbalanced data 2009,,University of Rhode Island; https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/University_of_Rhode_Island_seal.svg/1200px-University_of_Rhode_Island_seal.svg.png,Professor
Samuli Laine,51318,UCXJOTUAAAAJ,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6Gi7Jw53XGH5mlJo1idRFgpmRfYkQ0-ZPvzNi8Axt3CKUZezkSwk4uTx6A2b0aIYMBUo&usqp=CAU,StyleGAN 2018,,NVIDIA; https://upload.wikimedia.org/wikipedia/sco/thumb/2/21/Nvidia_logo.svg/351px-Nvidia_logo.svg.png,Research Scientist
Ziwei Liu,63256,lc45xlcAAAAJ,,liuziwei7,https://sg.linkedin.com/in/ziwei-liu-852b265a,https://images.squarespace-cdn.com/content/v1/62a2018bd8ab5038a8a08910/1722573617945-8A146SCFEXAMDI6X0241/Ziwei+Liu1.png,Deep Learning Face Attributes in the Wild 2015,,Nanyang Technological University; https://download.logo.wine/logo/Nanyang_Technological_University/Nanyang_Technological_University-Logo.wine.png,Associate Professor
Benjamin Mann,59676,McBoXK0AAAAJ,,8enmann,https://www.linkedin.com/in/benjamin-mann,https://aiconference.com/wp-content/uploads/2023/07/BENJAMIN_MANN-spk.jpg,GPT-3 2020,,Anthropic; https://seeklogo.com/images/A/anthropic-icon-logo-630D0BB290-seeklogo.com.png,Member of Technical Staff
Ming Lin,42792,ugFNit4AAAAJ,,MingCLinCS,https://www.linkedin.com/in/mlin2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX09xpUi9NdWurnR6ZA-bYsFP8eQRm0kqhZg&s,OBBTree: A hierarchical structure for rapid interference detection 1996,,University of Maryland; https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/University_of_Maryland_seal.svg/1200px-University_of_Maryland_seal.svg.png,Professor
Hanspeter Pfister,45232,VWX-GMAAAAAJ,,hpfister,https://www.linkedin.com/in/hpfister,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-rJD0LMONaXH5wv11daAzS7BUDO6aAf83CA&s,UpSet 2014,,"Harvard University; https://static.wixstatic.com/media/b2923a_f2a81e8a7cea4d4b943e6ff7706d86a5~mv2.png/v1/fill/w_440,h_428,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Harvard_shield_fear_wreath.png",Professor
Sander Dieleman,45027,yNNIKJsAAAAJ,,sedielem,https://uk.linkedin.com/in/sanderdieleman,https://energy-based-model.github.io/reduce-reuse-recycle/materials/people/sander.png,AlphaGo 2016,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Research Scientist
Hanan Samet,41725,ATOfqHEAAAAJ,,,https://www.linkedin.com/in/hanansamet,https://www.cs.umd.edu/sites/default/files/images/article/2014/sametheadshot.png,Pruning filters for efficient convnets 2016,,University of Maryland; https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/University_of_Maryland_seal.svg/1200px-University_of_Maryland_seal.svg.png,Professor
Alexander Waibel,41101,uHwTzpYAAAAJ,https://www.cs.cmu.edu/~ahw/,,https://www.linkedin.com/in/alexanderwaibel/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcXV-x1mQXFIj1THB9SJVf6jQIOiGwqzUkbw&s,TDNN 1987,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Professor
Ronald Fedkiw,40813,OoItXTkAAAAJ,,,https://www.linkedin.com/posts/icme-stanford_ron-fedkiw-professor-of-computer-science-activity-7059985446121963520-pB9b,https://physbam.stanford.edu/~fedkiw/photos/ron_photo_small.jpg,Level set methods and dynamic implicit surfaces 2003,,Stanford University; https://identity.stanford.edu/wp-content/uploads/sites/3/2020/07/block-s-right.png,Professor
Christopher Ré,49237,DnnCWN0AAAAJ,,hazyresearch,https://www.linkedin.com/in/chris-re-824a76215,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREOqqjH0EnZbf0e5nKwyvuuujUM9Z1lVIf9Q&s,On the opportunities and risks of foundation models 2021,,Stanford University; https://identity.stanford.edu/wp-content/uploads/sites/3/2020/07/block-s-right.png,Professor
Li Shen,46022,ABbCaxsAAAAJ,https://lishen-shirley.github.io/,,,https://zero-lab-pku.github.io/authors/shenli/avatar_hu2be7f2413320b8f016a9c01bc8480ebf_57332_250x250_fill_q90_lanczos_center.jpg,SENet 2019,,Tencent; https://www.tencent.net.cn/wp-content/uploads/2022/12/03_Tencent_English-logo.png,Researcher
Brian Curless,39995,tlh8i7gAAAAJ,,,https://www.linkedin.com/in/brian-curless-73ab293,https://www.cs.washington.edu/wp-content/uploads/elementor/thumbs/portrait-brian-curless-r01z75kg1qazhanmrto962fsaeqi58a11613bux1gg.jpg,SDF 1996,,University of Washington; https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/2560px-Washington_Huskies_logo.svg.png,Professor
Michael Kass,38359,ma2bi00AAAAJ,,,https://www.linkedin.com/in/michael-kass-3371202,https://media.licdn.com/dms/image/v2/C5603AQHODPfIcCH_QA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516247409961?e=2147483647&v=beta&t=jIA8nFmr7mpICFJfq2bhCgv5BBuld9dLTUj7SjzaICo,Snakes: Active contour models 1988,,NVIDIA; https://upload.wikimedia.org/wikipedia/sco/thumb/2/21/Nvidia_logo.svg/351px-Nvidia_logo.svg.png,Distinguished Engineer
James Bergstra,40780,KOBmy0sAAAAJ,,jabergT,https://www.linkedin.com/in/james-bergstra/,https://i1.rgstatic.net/ii/profile.image/272422783942713-1441962061843_Q512/James-Bergstra.jpg,Random search for hyper-parameter optimization 2012,,Ocado Technology; https://miro.medium.com/v2/resize:fit:440/1*KYDNEszC1kgIAbbtQg1LwQ.png,Principal Engineer
Yaser Sheikh,41791,Yd4KvooAAAAJ,,,https://www.linkedin.com/in/yaser-sheikh-9847a64,https://blog.siggraph.org/wp-content/uploads/2019/02/Yaser-Sheikh.jpg,Realtime multi-person 2d pose estimation using part affinity fields 2017,,Meta Reality Labs; https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Reality_Labs_logo.svg/1200px-Reality_Labs_logo.svg.png,VP
Noah Snavely,39602,Db4BCX8AAAAJ,,Jimantha,https://www.linkedin.com/in/noah-snavely-a236723,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXmOlmTbqoRaJ4z7KWVl_9uaKHupYz08cqYA&s,Photo tourism: exploring photo collections in 3D 2006,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Researcher
Matthias Nie?ner,42275,eUtEs6YAAAAJ,,MattNiessner,,https://www.professoren.tum.de/fileadmin/_processed_/d/9/csm_Matthias_Niessner_a00069097c.jpeg,ScanNet 2017,,Technical University of Munich; https://upload.wikimedia.org/wikipedia/commons/c/c8/Logo_of_the_Technical_University_of_Munich.svg,Professor
Daniel Thalmann,35794,GPusciUAAAAJ,,,https://ch.linkedin.com/in/daniel-thalmann-78b7135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0sD_AYJy3fPKkiKTq3XboSPl3Oc0FXstf1w&s,A global human walking model with real-time kinematic personification 1990,,EPFL; https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Logo_EPFL_2019.svg/1280px-Logo_EPFL_2019.svg.png,Professor
Arthur Gretton,38659,OUv7J6QAAAAJ,,ArthurGretton,https://uk.linkedin.com/in/arthur-gretton-a892494,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIejv4Z9Y0nU3jvZeuzOzx04sNTOUupPltHg&s,A kernel two-sample test 2012,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Research Scientist
Philipp Kr?henbühl,38571,dzOd2hgAAAAJ,,,,https://www.philkr.net/philipp.jpg,Context encoders: Feature learning by inpainting 2016,,UT Austin; https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/University_of_Texas_at_Austin_logo.svg/2560px-University_of_Texas_at_Austin_logo.svg.png,Assistant Professor
Ravi Ramamoorthi,40474,q0MzO6cAAAAJ,,,https://www.linkedin.com/in/ravi-ramamoorthi-a479323,https://cseweb.ucsd.edu/~ravir/cropface2.png,NeRF 2021,,"University of California, San Diego; https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Seal_of_the_University_of_California%2C_San_Diego.svg/640px-Seal_of_the_University_of_California%2C_San_Diego.svg.png",Professor
Joelle Pineau,36584,CEt6_mMAAAAJ,,jpineau1,https://ca.linkedin.com/in/joelle-pineau-371574141,https://mila.quebec/sites/default/files/styles/og_image_member/public/member/5215/portrait-of-joelle-pineau.jpeg.webp?itok=mzBTT9T2,Deep reinforcement learning that matters 2018,,McGill University; https://collegecomposed.com/wp-content/uploads/2019/04/mcgill-university-logo-png-transparent.png,Professor
(Peter) Xi Chen,36465,5tVuggUAAAAJ,,peterxichen,https://www.linkedin.com/in/peter-xi-chen,https://cdn.theorg.com/3fec76c7-c2f7-4ad2-8950-36e76ad747e6_thumb.jpg,Improved techniques for training gans 2016,,UC Berkeley; https://images.fineartamerica.com/images/artworkimages/medium/2/berkeley-university-of-california-logo-kls80-kakanda-lee-setiawan-transparent.png,PhD student
Richard Lippmann,33487,XIrUoX8AAAAJ,,,,https://www.ll.mit.edu/sites/default/files/styles/ifde_wysiwyg__floated/public/staff/image/2019-12/Lippmann_Richard-448408-1D.jpg?h=d7e4f955&itok=J6FoU1b-,An introduction to computing with neural nets 1988,,MIT Lincoln Laboratory; https://www.ll.mit.edu/sites/default/files/styles/ifde_wysiwyg__floated/public/other/image/2018-04/New_Full_Logo-BLACK-2500-lissajou-only-square.png?itok=QWqbhEGo,Laboratory Fellow
L. Darrell Whitley,33472,0VzUxIcAAAAJ,http://www.cs.colostate.edu/~whitley,,https://www.linkedin.com/in/darrell-whitley-64084b305/,https://natsci.source.colostate.edu/wp-content/uploads/sites/6/2019/12/Darrell-Whitley-feature.jpg,A genetic algorithm tutorial 1994,,Colorado State University; https://1000logos.net/wp-content/uploads/2022/06/Colorado-State-University-Emblem.png,Professor
Hugo Touvron,57485,xImarzoAAAAJ,,hugotouvron,https://fr.linkedin.com/in/hugo-touvron/en,https://pbs.twimg.com/profile_images/1216062741557010432/bELabFK7_400x400.jpg,LLaMA 2023,,Facebook AI Research; https://i0.wp.com/techinformed.com/wp-content/uploads/2024/06/Facebook-AI-Research-FAIR_img-1.png?fit=233%2C100&ssl=1,Research Scientist
Jack Clark,45325,wjkaNgcAAAAJ,,jackclarkSF,https://www.linkedin.com/in/jack-clark-5a320317,https://media.licdn.com/dms/image/v2/C4D03AQF4kCDcOePK_Q/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516622551203?e=2147483647&v=beta&t=thcy_CM3NK1MHjGS67HHtxZZgC7aD4kJwcTq08Zvzh4,GPT-3 2020,,Anthropic; https://seeklogo.com/images/A/anthropic-icon-logo-630D0BB290-seeklogo.com.png,Co-Founder
Jun Wang,32097,TBcb-1kAAAAJ,https://scholars.cityu.edu.hk/en/persons/jun-wang(6d556e00-9da5-4b40-9602-8ee68ce4e526).html,,https://www.linkedin.com/in/jun-wang-2b478978/,https://rlchian-bbs.oss-cn-beijing.aliyuncs.com/images/2021/09/27/10a201d9ce1d02be47174b121153b7a5.jfif,SeqGAN 2017,,University College London; https://upload.wikimedia.org/wikipedia/sco/thumb/d/d1/University_College_London_logo.svg/2560px-University_College_London_logo.svg.png,Professor
Iain Matthews,31739,0ZXfitAAAAAJ,,,,https://www.iainm.com/assets/img/Iain-Oscar-800x800.jpg?8790fa59a8c25d1287a19dec56b4f999,The extended cohn-kanade dataset (ck+) 2010,,University of East Anglia; https://upload.wikimedia.org/wikipedia/commons/6/69/UEA_2016_Logo.png,PhD
Andries Engelbrecht,32843,h9pOfj0AAAAJ,https://engel.pages.cs.sun.ac.za/,,https://www.linkedin.com/in/andries-engelbrecht-57190617b/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8UYurNVxPfUdJZvFTyYFfb3XRg84_4VqNtQ&s,Computational intelligence: an introduction 2007,,Stellenbosch University; https://www.sun.ac.za/Style%20Library/SUN/Images/SUN_logo.png,Professor
Nikhil R. Pal,31176,IGIvYfAAAAAJ,,,https://www.linkedin.com/in/nikhil-pal-45931816/,https://iciset2022.iiuc.ac.bd/wp-content/uploads/2017/08/2.jpg,A review on image segmentation techniques 1993,,Indian Statistical Institute; https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Indianstatisticalinstitutelogo.svg/1200px-Indianstatisticalinstitutelogo.svg.png,Professor
David Salesin,30643,8E442bkAAAAJ,,dsalesin,https://www.linkedin.com/in/david-salesin-2236a438,https://cdn.geekwire.com/wp-content/uploads/2017/02/salesin.jpg,Image analogies 2023,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,"Lead of the Capture, Creation & Interfaces team"
Nikolaus Kriegeskorte,33022,w6M4YN4AAAAJ,,kriegeskortelab,https://www.linkedin.com/in/nikolaus-kriegeskorte-396a6825/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8jpgeUOWVHcmvlD9wHNOYGompLP4c8kX7Gw&s,RSA 2008,,Columbia University; https://visualidentity.columbia.edu/sites/default/files/styles/cu_crop/public/private/2023-logo-white-rgb.jpg?itok=CahTu6Eh,Professor
Katsushi Ikeuchi,30664,YHxZLlwAAAAJ,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQi1yjTbX_fdavotKA540h-MAFPBPzzW5zqA&s,Numerical shape from shading and occluding boundaries 1981,,University of Tokyo; https://images.seeklogo.com/logo-png/52/2/university-of-tokyo-logo-png_seeklogo-524768.png,Emeritus professor
Guillaume Lample,41583,H7sVDmIAAAAJ,,GuillaumeLample,https://fr.linkedin.com/in/guillaume-lample-7821095b,https://pbs.twimg.com/profile_images/1204529916026458112/_kcTUp8s_400x400.jpg,LLaMA 2023,,Mistral AI; https://files.svgcdn.io/logos/mistral-ai.svg,Cofounder
Danilo J. Rezende,32806,UGlyhFMAAAAJ,,DaniloJRezende,https://uk.linkedin.com/in/danilo-jimenez-rezende-2031a7a,https://pbs.twimg.com/profile_images/1865372895590940672/3gT2_LLf_400x400.jpg,Stochastic backpropagation and approximate inference in deep generative models 2014,,Ellison Institute of Technology; https://www.calfund.org/wp-content/uploads/2020/11/EI-Icon_outlined_Bronze.png,Head of AI Research
Paul Debevec,30411,rukYqhAAAAAJ,,debfx,https://www.linkedin.com/in/paul-debevec-163212,https://pbs.twimg.com/profile_images/1251243568280121344/JCv60PP5_400x400.jpg,HDR 1997,,University of Southern California; https://identity.usc.edu/wp-content/uploads/2022/09/TheSeal_Reg_0921.png,Professor
Dani Lischinski,31246,haahCZ4AAAAJ,,danilischinski,,https://dl.acm.org/do/10.1145/contrib-81311486606/full/IMG_3872-1560851955150.jpg,A closed-form solution to natural image matting 2008,,The Hebrew University of Jerusalem; https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hebrew_University_Logo.svg/1200px-Hebrew_University_Logo.svg.png,Professor
Wojciech Matusik,31727,wbIMbL8AAAAJ,,,https://www.linkedin.com/in/wojciech-matusik-67238126,https://www.eecs.mit.edu/sites/default/files/person-photos/matusik_0.jpg,IBVH 2000,,MIT; https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/MIT_logo.svg/2560px-MIT_logo.svg.png,Professor
Peyman Milanfar,31047,iGzDl8IAAAAJ,,docmilanfar,https://www.linkedin.com/in/peyman-milanfar-1a790b3,https://media.licdn.com/dms/image/v2/D5603AQGKVz_-OKWhbg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1707723033367?e=2147483647&v=beta&t=h2O2GufBNMZ3LrK2isKOrm5Cly4OCkAqImnUdzu87AY,Fast and robust multiframe super resolution 2004,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Distinguished Scientist
Risto Miikkulainen,29872,2SmbjHAAAAAJ,http://www.cs.utexas.edu/users/risto,,https://www.linkedin.com/in/risto-miikkulainen-ab43b9b8/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsu0BANijxGiRmKk5E2KCdYQOkxih243BwYQ&s,NEAT 2002,,University of Texas at Austin; https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/University_of_Texas_at_Austin_logo.svg/2560px-University_of_Texas_at_Austin_logo.svg.png,Professor
Jason Yosinski,32030,gxL1qj8AAAAJ,http://yosinski.com/,jasonyo,https://www.linkedin.com/in/jasonyosinski/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1hKVzEUhnHOWUNXVS49uRFybSAncYPNnQeQ&s,How transferable are features in deep neural networks? 2014,,ML Collective; https://mlcollective.org/static/mlc_logo_words.png,Research Scientist
Jaakko Lehtinen,32833,Vpr6s3sAAAAJ,,jaakkolehtinen,https://fi.linkedin.com/in/jalehtinen,https://users.aalto.fi/~lehtinj7/index_files/Jaakko_cropped-kasvot-small.jpg,PGGAN 2018,,Aalto University; https://upload.wikimedia.org/wikipedia/commons/6/60/Aalto_University_logo.svg,Associate Professor
Aaron Hertzmann,29405,ZcWO2AEAAAAJ,,AaronHertzmann,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXle7Ouid4bmv-s7cX0bgb9OIDg-xB7ySZJw&s,Removing camera shake from a single photograph 2006,,Adobe; https://cdn-icons-png.flaticon.com/512/888/888835.png,Principal Scientist
Dieter Schmalstieg,29441,xXu8K6IAAAAJ,,,https://www.linkedin.com/posts/universit%C3%A4t-stuttgart_visualization-german-universityofstuttgart-activity-7196121798248144896-b8-4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnkygG-eO0teeUnzK2Rd01sN8Rvt4ghFYxLw&s,Mathematics and geometry education with collaborative augmented reality 2002,,University of Stuttgart; https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Universit%C3%A4t_Stuttgart_Logo.png/1200px-Universit%C3%A4t_Stuttgart_Logo.png,Professor
Szymon Rusinkiewicz,29121,RaScARwAAAAJ,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQItkR44Sou6Ximfl6hgGa8tLBqiLLvOJA0A&s,Efficient Variants of the ICP Algorithm 2001,,Princeton University; https://1000logos.net/wp-content/uploads/2022/07/University-of-Princeton-Logo.png,Professor
Jessica Hodgins,29001,vswo4rQAAAAJ,,,https://www.linkedin.com/in/jessica-hodgins-86931246,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjqjGJGMxs6lyGtPNUWJ0Q3pKCYjeKLcim6g&s,Interactive control of avatars animated with human motion data 2002,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Professor
Terrence L. Fine,28436,CKPeC3IAAAAJ,,,已去世,https://i1.rgstatic.net/ii/profile.image/277514233630756-1443175957505_Q512/Terrence-Fine.jpg,A mathematical theory of evidence 1976,,Cornell University; https://upload.wikimedia.org/wikipedia/commons/4/42/Cornell_University_Logo.png,Professor Emeritus
Xiaofeng Liao,28834,VpAZWLIAAAAJ,http://www.cs.cqu.edu.cn/info/1331/4244.htm,,,https://www.icccas.org/style/images/Speakers/2025/xiaofengliao.jpg,A new chaos-based fast image encryption algorithm 2011,,Chongqing University; https://upload.wikimedia.org/wikipedia/en/a/af/Chongqing_University_Logo.png,Professor
Maneesh Agrawala,31195,YPzKczYAAAAJ,,magrawala,https://www.linkedin.com/in/maneesh-agrawala-1a5a20192,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJODpezM0E5d1PYU_5XQOprwLn8b5Vcdf-zw&s,Adding conditional control to text-to-image diffusion models 2023,,Stanford University; https://identity.stanford.edu/wp-content/uploads/sites/3/2020/07/block-s-right.png,Professor
Gail Carpenter,28691,DBsQtuAAAAAJ,,,https://www.linkedin.com/in/gail-carpenter-14702b37/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCPaw1h7tyhW58u1Rz7VFQa-QhzCHsXNa62A&s,A massively parallel architecture for a self-organizing neural pattern recognition machine 1987,,Boston University; https://1000logos.net/wp-content/uploads/2022/05/Boston-University-Logo.png,Emeritus Professor
Peter Schr?der,27355,t3TgxNwAAAAJ,,,https://www.linkedin.com/in/peters11,https://divisions-prod.s3.amazonaws.com/eas70/People/Peter%20Schroeder/images/_MG_6594-original_rs4XeFo.2e16d0ba.fill-310x412-c100.jpg,Discrete differential-geometry operators for triangulated 2-manifolds 2002,,Caltech; https://download.logo.wine/logo/California_Institute_of_Technology/California_Institute_of_Technology-Logo.wine.png,Professor
Paolo Frasconi,28437,s3l225EAAAAJ,http://www.dsi.unifi.it/~paolo/,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8nHOlfDo8hcfZiCe3YEdiMmwRoGkJX3q8FA&s,Learning long-term dependencies with gradient descent is difficult 1994,,Università di Firenze; https://upload.wikimedia.org/wikipedia/it/9/97/Logo_universita_firenze.svg,Professor
James Kuffner,27878,1NyT9gQAAAAJ,,james_kuffner,https://www.linkedin.com/today/author/kuffner,https://techcrunch.com/wp-content/uploads/2021/01/k5wxwkc8n8ey5dcgfyoc.jpg?w=668,Randomized kinodynamic planning 2001,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Adjunct Associate Professor
Leif Kobbelt,27367,eCsqoJgAAAAJ,,,https://de.linkedin.com/in/leif-kobbelt-99046560,https://www.graphics.rwth-aachen.de/media/person_photos/kobbelt.jpg,Efficient simplification of point-sampled surfaces 2002,,RWTH Aachen University; https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/RWTH_Logo_3.svg/1200px-RWTH_Logo_3.svg.png,Professor
Donald C Wunsch II,27660,fQC7bIoAAAAJ,https://people.mst.edu/faculty/dwunsch/,,https://www.linkedin.com/in/wunsch/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLhHUz8BnGYh2LFMK3mGvY6lemSO_nPCtN8Q&s,Survey of clustering algorithms 2005,,Missouri University of Science and Technology; https://brand.mst.edu/media/universityadvancement/brand/logos/Missouri-S&T_PrimaryLogo_Forest_RGB.png,Professor
Arie Kaufman,26554,fDdcWBEAAAAJ,,ArikKaufman,https://www.linkedin.com/in/arie-kaufman-105096136,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgiDmAuyN7UA6Ay3_z3IX23HyJn8kIK4a-lQ&s,Volume graphics 1993,,Stony Brook University; https://sencer.net/wp-content/uploads/2016/11/SBUvert_2clr_rgb_300ppi.png,Professor
Ce Liu,34383,j7MW4iYAAAAJ,,,https://www.linkedin.com/in/ce-liu-5697501a,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPeuwXxYcFC15wFaDYHbbowT_MwNlX-WkvSw&s,SCL 2020,,Meta GenAI; https://img-cdn.thepublive.com/fit-in/640x430/filters:format(webp)/afaqs/media/post_attachments/5495addf6b463e35d6d8210db581bdb13f03e3c5e5dc068916bf63bdccb3b9cc.png,AI Research Scientist Director
Thomas Vetter,26852,HKLgZpYAAAAJ,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRCqo01flYf3WDZD5H4_2ZPcbhi2KPL8u77g&s,A morphable model for the synthesis of 3D faces 2023,,University of Basel; https://upload.wikimedia.org/wikipedia/commons/0/02/University_of_Basel_Logo.png,Emeritus Professor
Kenji Doya,27423,SHufeXQAAAAJ,https://groups.oist.jp/ncu,,https://www.linkedin.com/in/kenji-doya-198453147/?originalSubdomain=jp,https://i1.rgstatic.net/ii/profile.image/874025555329024-1585395339066_Q512/Kenji-Doya.jpg,Sigmoid-weighted linear units for neural network function approximation in reinforcement learning 2018,,Okinawa Institute of Science and Technology; https://www.oist.jp/sites/default/files/oistmedia/images/stories/top-page/openContentsB/oist-logo-tight_w370.png,Professor
Shi-Min Hu,29059,LDb4tb0AAAAJ,,,https://www.linkedin.com/posts/tsinghua-university_tsinghuaren-activity-6656062868129181696-lmrg?trk=public_profile_like_view,https://cg.cs.tsinghua.edu.cn/photo/shimin.jpg,Global contrast based salient region detection 2015,,Tsinghua University; https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Tsinghua_University_Logo.svg/2048px-Tsinghua_University_Logo.svg.png,Professor
Simon J. Thorpe,25356,uR-7ex4AAAAJ,https://cerco.cnrs.fr/page-perso-simon-thorpe/,simonjthorpe,,https://i1.rgstatic.net/ii/profile.image/352221054160897-1460987451722_Q512/Simon-Thorpe-2.jpg,Speed of processing in the human visual system 1996,,Université Toulouse III - Paul Sabatier; https://picto-fr.s3.eu-west-3.amazonaws.com/pictos/images/000/000/958/medium/logo_univ_toulouse_resized.png?1633010408,Research director
